ItemID|Category|Manufacturer|Model|Description|CurrentStock|ReorderLevel|UnitCost|MarkupPercentage|SupplierID|LastOrderDate|LeadTime|Discontinued
190|Motorized Shading|Triad|TRI-3300|Triad Motorized Shading - Premium Series|6|1|22962.27|29|150|2021-07-19|17 days|No
191|Luxury Control Interfaces|Linn|LIN-2921|Linn Luxury Control Interfaces - Premium Series|8|3|12254.22|42|135|2020-01-23|23 days|No
192|Biometric Security|Paradigm|PAR-3045|Paradigm Biometric Security - Premium Series|8|5|6469.44|53|117|2024-08-10|22 days|No
193|Cinema Room Acoustics|Ubiquiti|UBI-5185|Ubiquiti Cinema Room Acoustics - Premium Series|1|4|24082.7|27|110|2024-09-12|27 days|No
194|Cinema Room Acoustics|Martin Logan|MAR-2451|Martin Logan Cinema Room Acoustics - Premium Series|5|2|20884.21|39|127|2020-07-30|36 days|No
195|Premium Cables & Connectors|Barco|BAR-5519|Barco Premium Cables & Connectors - Premium Series|4|5|1661.71|31|85|2024-09-21|20 days|No
196|Automated Door Systems|JBL Synthesis|JBL-8955|JBL Synthesis Automated Door Systems - Premium Series|3|5|27036.74|30|127|2020-07-26|3 days|No
197|Premium Cables & Connectors|Marantz|MAR-7157|Marantz Premium Cables & Connectors - Premium Series|8|4|2957.61|56|11|2023-05-27|38 days|No
198|Smart Glass Solutions|McIntosh|MCI-7911|McIntosh Smart Glass Solutions - Premium Series|6|1|15876.38|32|89|2022-01-08|18 days|No
199|Custom Lighting Controls|Anthem|ANT-7532|Anthem Custom Lighting Controls - Premium Series|6|1|15813.92|58|56|2025-04-09|5 days|No
200|Ultra HD Projectors|Ubiquiti|UBI-8481|Ubiquiti Ultra HD Projectors - Premium Series|4|3|2816.25|51|89|2024-02-02|4 days|No
201|Motorized Shading|Marantz|MAR-5311|Marantz Motorized Shading - Premium Series|2|2|12326.13|28|143|2022-07-27|23 days|No
202|Distributed Audio Systems|Cisco Meraki|CIS-9189|Cisco Meraki Distributed Audio Systems - Premium Series|1|3|20397.9|47|91|2024-09-25|14 days|No
203|Voice Control Systems|KEF|KEF-2481|KEF Voice Control Systems - Premium Series|6|3|8779.87|44|160|2025-02-15|9 days|No
204|Luxury Control Interfaces|Screen Innovations|SCR-8172|Screen Innovations Luxury Control Interfaces - Premium Series|5|2|5646.86|56|44|2021-11-21|25 days|No
205|Premium Speakers|RTI|RTI-5853|RTI Premium Speakers - Premium Series|8|5|16046.78|57|46|2023-02-21|44 days|No
206|Voice Control Systems|Sonos|SON-7629|Sonos Voice Control Systems - Premium Series|4|2|5550.19|30|88|2025-02-16|41 days|No
207|Premium Cables & Connectors|Sony Professional|SON-2346|Sony Professional Premium Cables & Connectors - Premium Series|5|2|25343.27|31|114|2023-06-10|21 days|No
208|Motorized Shading|Kaleidescape|KAL-4677|Kaleidescape Motorized Shading - Premium Series|3|2|18393.41|42|58|2022-10-09|4 days|No
209|Enterprise-Grade WiFi|Linn|LIN-8917|Linn Enterprise-Grade WiFi - Premium Series|7|4|4091.87|43|143|2020-02-12|18 days|No
210|Smart Glass Solutions|RTI|RTI-7342|RTI Smart Glass Solutions - Premium Series|4|3|11403.54|58|68|2022-03-29|40 days|No
211|High-End Networking Equipment|Triad|TRI-3203|Triad High-End Networking Equipment - Premium Series|5|2|8879.04|47|138|2023-11-20|7 days|No
212|Premium Speakers|Dynaudio|DYN-4732|Dynaudio Premium Speakers - Premium Series|5|5|19511.81|59|58|2020-08-02|23 days|No
213|Smart Glass Solutions|Lutron|LUT-8146|Lutron Smart Glass Solutions - Premium Series|1|2|12715.94|53|6|2023-04-25|34 days|No
214|Distributed Audio Systems|Lutron|LUT-6806|Lutron Distributed Audio Systems - Premium Series|1|3|24647.1|55|146|2020-05-10|12 days|No
215|Cinema Room Acoustics|Savant|SAV-3184|Savant Cinema Room Acoustics - Premium Series|6|2|19655.84|56|116|2023-12-13|30 days|No
216|Voice Control Systems|Ruckus|RUC-9841|Ruckus Voice Control Systems - Premium Series|5|1|9163.31|57|157|2020-10-22|29 days|No
217|Enterprise-Grade WiFi|Axis|AXI-9679|Axis Enterprise-Grade WiFi - Premium Series|6|2|16200.19|29|50|2020-05-10|42 days|No
218|Smart Glass Solutions|Elan|ELA-9109|Elan Smart Glass Solutions - Premium Series|1|3|23000.9|26|23|2025-03-17|44 days|No
219|Premium Cables & Connectors|Screen Innovations|SCR-6624|Screen Innovations Premium Cables & Connectors - Premium Series|2|1|22156.59|49|80|2020-10-10|33 days|No
220|Voice Control Systems|Epson Pro Cinema|EPS-5268|Epson Pro Cinema Voice Control Systems - Premium Series|6|2|24187.58|56|59|2021-01-12|8 days|No
221|Biometric Security|Bowers & Wilkins|BOW-1334|Bowers & Wilkins Biometric Security - Premium Series|0|5|9414.94|31|16|2021-06-11|36 days|No
222|Premium Speakers|Josh.ai|JOS-6355|Josh.ai Premium Speakers - Premium Series|6|3|157.35|58|8|2020-01-10|3 days|No
223|Smart Glass Solutions|Somfy|SOM-9162|Somfy Smart Glass Solutions - Premium Series|2|5|23647.83|36|56|2023-07-27|15 days|No
224|Premium Speakers|Kaleidescape|KAL-3908|Kaleidescape Premium Speakers - Premium Series|8|2|16536.28|36|114|2023-12-17|31 days|Yes
225|Ultra HD Projectors|Meridian|MER-6718|Meridian Ultra HD Projectors - Premium Series|2|5|22219.34|44|133|2020-08-08|21 days|No
226|Premium Speakers|Martin Logan|MAR-6527|Martin Logan Premium Speakers - Premium Series|7|5|5400.64|34|100|2025-02-27|42 days|No
227|Premium Speakers|Sonos|SON-9040|Sonos Premium Speakers - Premium Series|3|4|9377.24|48|11|2021-05-05|12 days|No
228|Cinema Room Acoustics|Paradigm|PAR-6251|Paradigm Cinema Room Acoustics - Premium Series|8|5|22320.75|31|148|2020-07-05|36 days|No
229|Distributed Audio Systems|Stewart Filmscreen|STE-3219|Stewart Filmscreen Distributed Audio Systems - Premium Series|7|2|20842.13|37|75|2021-10-18|21 days|No
230|Premium Cables & Connectors|Stewart Filmscreen|STE-9048|Stewart Filmscreen Premium Cables & Connectors - Premium Series|1|3|12028.45|30|144|2020-02-18|34 days|No
231|Premium Cables & Connectors|Ruckus|RUC-1682|Ruckus Premium Cables & Connectors - Premium Series|3|1|13739.66|43|79|2022-12-16|6 days|No
232|Voice Control Systems|Elan|ELA-1773|Elan Voice Control Systems - Premium Series|4|4|17665.14|28|49|2020-02-27|37 days|No
233|Distributed Audio Systems|Lutron|LUT-3921|Lutron Distributed Audio Systems - Premium Series|8|3|22672.41|52|12|2022-12-09|35 days|No
234|Premium Speakers|Anthem|ANT-4335|Anthem Premium Speakers - Premium Series|7|2|26129.52|39|147|2020-05-29|23 days|No
235|Ultra HD Projectors|Control4|CON-5758|Control4 Ultra HD Projectors - Premium Series|0|2|25365.94|38|85|2025-03-07|10 days|No
236|Premium Cables & Connectors|KEF|KEF-3321|KEF Premium Cables & Connectors - Premium Series|3|5|10293.16|50|67|2020-11-15|5 days|No
237|Premium Cables & Connectors|Ruckus|RUC-1167|Ruckus Premium Cables & Connectors - Premium Series|6|4|5721.56|42|97|2023-11-14|29 days|No
238|Cinema Room Acoustics|RTI|RTI-1170|RTI Cinema Room Acoustics - Premium Series|6|1|22480.09|56|115|2023-05-14|19 days|No
239|Voice Control Systems|KEF|KEF-9004|KEF Voice Control Systems - Premium Series|1|2|2041.66|32|138|2020-11-21|10 days|No
240|Voice Control Systems|JBL Synthesis|JBL-5693|JBL Synthesis Voice Control Systems - Premium Series|4|5|26276.14|50|67|2023-01-03|21 days|No
241|Premium Speakers|Stewart Filmscreen|STE-9158|Stewart Filmscreen Premium Speakers - Premium Series|3|2|22648.61|37|133|2023-02-10|8 days|No
242|Custom Lighting Controls|Paradigm|PAR-7358|Paradigm Custom Lighting Controls - Premium Series|2|1|3104.93|39|18|2024-09-02|5 days|No
243|Smart Glass Solutions|Somfy|SOM-1672|Somfy Smart Glass Solutions - Premium Series|8|2|12109.79|34|54|2023-05-07|31 days|No
244|Ultra HD Projectors|Crestron|CRE-3875|Crestron Ultra HD Projectors - Premium Series|5|4|26091.86|46|52|2025-03-02|19 days|No
245|Ultra HD Projectors|Stewart Filmscreen|STE-4690|Stewart Filmscreen Ultra HD Projectors - Premium Series|2|2|10519.14|43|86|2020-05-10|35 days|No
246|Custom Lighting Controls|Savant|SAV-9659|Savant Custom Lighting Controls - Premium Series|4|5|23975.93|29|42|2023-05-17|18 days|No
247|High-End Networking Equipment|Lutron|LUT-9753|Lutron High-End Networking Equipment - Premium Series|0|5|3160.31|29|44|2022-11-26|29 days|No
248|High-End Networking Equipment|Somfy|SOM-7245|Somfy High-End Networking Equipment - Premium Series|0|5|1162.6|31|15|2020-01-13|17 days|No
249|Enterprise-Grade WiFi|Meridian|MER-2211|Meridian Enterprise-Grade WiFi - Premium Series|0|4|23583.31|27|147|2023-01-22|39 days|No
250|Smart Home Processors|Screen Innovations|SCR-5096|Screen Innovations Smart Home Processors - Premium Series|5|4|12426.49|40|123|2023-06-08|34 days|No
251|Luxury Control Interfaces|Anthem|ANT-5699|Anthem Luxury Control Interfaces - Premium Series|2|4|14803.49|48|66|2020-10-22|17 days|No
252|High-End Networking Equipment|Savant|SAV-8535|Savant High-End Networking Equipment - Premium Series|6|5|11935.27|44|59|2020-03-28|12 days|No
253|Luxury Control Interfaces|Axis|AXI-7844|Axis Luxury Control Interfaces - Premium Series|7|4|5809.88|50|114|2024-12-14|29 days|No
254|Custom Lighting Controls|Somfy|SOM-9682|Somfy Custom Lighting Controls - Premium Series|3|2|9362.38|50|56|2024-01-21|11 days|No
255|Smart Glass Solutions|RTI|RTI-7688|RTI Smart Glass Solutions - Premium Series|5|3|26075.86|48|55|2023-01-27|32 days|No
256|Custom Lighting Controls|McIntosh|MCI-7752|McIntosh Custom Lighting Controls - Premium Series|0|2|14978.08|53|56|2025-01-26|22 days|No
257|Cinema Room Acoustics|Josh.ai|JOS-8257|Josh.ai Cinema Room Acoustics - Premium Series|0|2|18177.85|58|99|2021-01-04|30 days|No
258|Luxury Control Interfaces|Marantz|MAR-4240|Marantz Luxury Control Interfaces - Premium Series|2|4|27051.7|34|82|2022-04-03|44 days|No
259|Automated Door Systems|Sony Professional|SON-9693|Sony Professional Automated Door Systems - Premium Series|0|1|20998.17|56|17|2023-06-04|23 days|No
260|Ultra HD Projectors|Lutron|LUT-6844|Lutron Ultra HD Projectors - Premium Series|3|2|9190.02|30|55|2025-03-22|23 days|No
261|Premium Speakers|Somfy|SOM-8317|Somfy Premium Speakers - Premium Series|7|3|17180.32|45|45|2025-01-26|40 days|No
262|Premium Speakers|Josh.ai|JOS-2940|Josh.ai Premium Speakers - Premium Series|8|5|24783.38|34|105|2022-04-30|13 days|No
263|Distributed Audio Systems|Paradigm|PAR-3402|Paradigm Distributed Audio Systems - Premium Series|7|1|19279.24|42|11|2020-08-20|18 days|No
264|Premium Cables & Connectors|Paradigm|PAR-6937|Paradigm Premium Cables & Connectors - Premium Series|7|5|10500.94|35|147|2023-04-15|4 days|No
265|Cinema Room Acoustics|Savant|SAV-7061|Savant Cinema Room Acoustics - Premium Series|1|2|26686.43|47|35|2020-06-23|24 days|No
266|Biometric Security|Stewart Filmscreen|STE-6254|Stewart Filmscreen Biometric Security - Premium Series|4|1|25220.17|32|91|2021-02-07|45 days|No
267|Enterprise-Grade WiFi|Martin Logan|MAR-5140|Martin Logan Enterprise-Grade WiFi - Premium Series|3|5|547.02|51|72|2022-01-17|13 days|No
268|Cinema Room Acoustics|Savant|SAV-4912|Savant Cinema Room Acoustics - Premium Series|4|3|13520.39|35|115|2023-08-22|6 days|No
269|High-End Networking Equipment|Control4|CON-6454|Control4 High-End Networking Equipment - Premium Series|8|1|7582.99|54|34|2020-06-13|45 days|No
270|Cinema Room Acoustics|Crestron|CRE-4270|Crestron Cinema Room Acoustics - Premium Series|7|4|20231.82|26|100|2022-02-18|22 days|Yes
271|Biometric Security|Marantz|MAR-9398|Marantz Biometric Security - Premium Series|6|4|19196.89|46|88|2024-07-02|26 days|No
272|High-End Networking Equipment|JBL Synthesis|JBL-2364|JBL Synthesis High-End Networking Equipment - Premium Series|7|1|15239.76|56|82|2021-06-30|21 days|No
273|Cinema Room Acoustics|Meridian|MER-2219|Meridian Cinema Room Acoustics - Premium Series|2|3|740.17|33|17|2021-05-12|9 days|No
274|Enterprise-Grade WiFi|Triad|TRI-1220|Triad Enterprise-Grade WiFi - Premium Series|5|5|21443.43|29|19|2024-01-20|3 days|No
275|Biometric Security|Anthem|ANT-2998|Anthem Biometric Security - Premium Series|0|2|17393.17|46|52|2020-08-04|45 days|No
276|Cinema Room Acoustics|Bowers & Wilkins|BOW-4818|Bowers & Wilkins Cinema Room Acoustics - Premium Series|3|1|5192.89|30|21|2022-06-05|3 days|No
277|Biometric Security|RTI|RTI-4048|RTI Biometric Security - Premium Series|7|3|13148.85|37|152|2023-05-24|34 days|No
278|Ultra HD Projectors|NAD|NAD-4239|NAD Ultra HD Projectors - Premium Series|4|2|5175.17|25|139|2020-12-26|8 days|No
279|Motorized Shading|Meridian|MER-6265|Meridian Motorized Shading - Premium Series|3|2|19361.56|29|102|2021-01-18|15 days|No
280|Smart Glass Solutions|Integra|INT-4575|Integra Smart Glass Solutions - Premium Series|6|3|16586.56|57|89|2021-08-07|43 days|No
281|Distributed Audio Systems|Crestron|CRE-3642|Crestron Distributed Audio Systems - Premium Series|1|1|18046.13|41|17|2024-03-24|21 days|No
282|Cinema Room Acoustics|Lutron|LUT-8306|Lutron Cinema Room Acoustics - Premium Series|0|1|17087.57|52|82|2023-10-12|8 days|No
283|Cinema Room Acoustics|Somfy|SOM-6227|Somfy Cinema Room Acoustics - Premium Series|7|3|19230.3|29|123|2021-06-21|39 days|No
284|Smart Home Processors|Martin Logan|MAR-3794|Martin Logan Smart Home Processors - Premium Series|0|3|8696.07|37|105|2023-04-17|17 days|No
285|Custom Lighting Controls|Cisco Meraki|CIS-8608|Cisco Meraki Custom Lighting Controls - Premium Series|7|2|25403.19|50|37|2024-11-14|32 days|No
286|Premium Cables & Connectors|Barco|BAR-3447|Barco Premium Cables & Connectors - Premium Series|6|3|26120.48|33|4|2022-02-20|23 days|No
287|Automated Door Systems|Elan|ELA-1268|Elan Automated Door Systems - Premium Series|6|4|4246.95|36|39|2020-07-13|16 days|No
288|Motorized Shading|Savant|SAV-5549|Savant Motorized Shading - Premium Series|3|2|13731.66|35|125|2024-08-26|22 days|No
289|Custom Lighting Controls|Epson Pro Cinema|EPS-1979|Epson Pro Cinema Custom Lighting Controls - Premium Series|5|1|12027.6|35|18|2023-09-25|34 days|No
290|Voice Control Systems|Paradigm|PAR-9097|Paradigm Voice Control Systems - Premium Series|3|4|16758.13|34|126|2022-11-28|18 days|Yes
291|Smart Home Processors|Josh.ai|JOS-2996|Josh.ai Smart Home Processors - Premium Series|2|5|9383.72|44|73|2022-05-28|42 days|No
292|High-End Networking Equipment|Sony Professional|SON-8324|Sony Professional High-End Networking Equipment - Premium Series|5|4|10232.45|55|64|2020-02-06|7 days|No
293|High-End Networking Equipment|KEF|KEF-8801|KEF High-End Networking Equipment - Premium Series|4|5|25038.9|45|88|2025-02-18|43 days|No
294|High-End Networking Equipment|RTI|RTI-4750|RTI High-End Networking Equipment - Premium Series|3|2|24811.83|45|126|2023-03-18|43 days|No
295|Cinema Room Acoustics|Savant|SAV-3430|Savant Cinema Room Acoustics - Premium Series|5|1|8695.67|31|136|2024-03-16|27 days|No
296|Smart Glass Solutions|Marantz|MAR-5525|Marantz Smart Glass Solutions - Premium Series|2|3|1943.09|49|16|2024-06-08|15 days|No
297|Motorized Shading|Crestron|CRE-5468|Crestron Motorized Shading - Premium Series|5|4|9072.4|55|81|2020-10-26|38 days|No
298|Distributed Audio Systems|RTI|RTI-2972|RTI Distributed Audio Systems - Premium Series|4|1|22683.1|37|50|2023-05-24|41 days|No
299|Distributed Audio Systems|Integra|INT-1178|Integra Distributed Audio Systems - Premium Series|4|3|6908.92|49|53|2023-12-05|30 days|No
300|Ultra HD Projectors|Savant|SAV-8617|Savant Ultra HD Projectors - Premium Series|2|4|17958.28|51|98|2022-01-24|8 days|No
301|Smart Glass Solutions|NAD|NAD-5521|NAD Smart Glass Solutions - Premium Series|3|5|20884.26|31|117|2022-07-22|20 days|No
302|Smart Glass Solutions|Sony Professional|SON-6349|Sony Professional Smart Glass Solutions - Premium Series|8|4|8951.59|26|95|2020-04-17|10 days|No
303|Automated Door Systems|Screen Innovations|SCR-7480|Screen Innovations Automated Door Systems - Premium Series|2|3|15177.98|52|157|2021-10-25|44 days|No
304|Ultra HD Projectors|Integra|INT-3160|Integra Ultra HD Projectors - Premium Series|7|1|8984.75|27|18|2020-04-24|35 days|No
305|Premium Speakers|Josh.ai|JOS-6903|Josh.ai Premium Speakers - Premium Series|5|3|25859.96|40|21|2024-03-25|8 days|No
306|Enterprise-Grade WiFi|Sonos|SON-7821|Sonos Enterprise-Grade WiFi - Premium Series|6|2|13598.36|59|141|2022-12-10|6 days|No
307|Automated Door Systems|Linn|LIN-4920|Linn Automated Door Systems - Premium Series|0|5|12394.36|32|7|2021-04-10|19 days|No
308|Automated Door Systems|KEF|KEF-4811|KEF Automated Door Systems - Premium Series|2|2|13221.41|27|129|2024-04-02|17 days|No
309|Premium Cables & Connectors|Stewart Filmscreen|STE-7798|Stewart Filmscreen Premium Cables & Connectors - Premium Series|8|1|637.41|43|11|2020-02-18|34 days|No
310|Ultra HD Projectors|Linn|LIN-2320|Linn Ultra HD Projectors - Premium Series|5|5|6396.17|56|43|2021-12-16|3 days|No
311|Luxury Control Interfaces|Crestron|CRE-7132|Crestron Luxury Control Interfaces - Premium Series|8|4|25177.35|43|41|2023-02-13|20 days|No
312|Enterprise-Grade WiFi|JBL Synthesis|JBL-2952|JBL Synthesis Enterprise-Grade WiFi - Premium Series|4|4|9271.56|45|8|2022-03-15|19 days|No
313|Biometric Security|Dynaudio|DYN-1682|Dynaudio Biometric Security - Premium Series|6|1|21200.76|38|53|2020-08-18|14 days|No
314|Smart Glass Solutions|Ruckus|RUC-5970|Ruckus Smart Glass Solutions - Premium Series|5|4|22923.94|38|14|2024-08-01|40 days|No
315|Motorized Shading|JBL Synthesis|JBL-4545|JBL Synthesis Motorized Shading - Premium Series|2|3|6048.32|26|53|2020-01-26|22 days|No
316|Voice Control Systems|Screen Innovations|SCR-3707|Screen Innovations Voice Control Systems - Premium Series|7|4|19829.96|54|144|2023-05-17|28 days|No
317|Enterprise-Grade WiFi|Triad|TRI-1511|Triad Enterprise-Grade WiFi - Premium Series|0|1|2237.49|31|71|2024-10-12|3 days|No
318|Smart Home Processors|NAD|NAD-7030|NAD Smart Home Processors - Premium Series|3|2|10557.12|35|109|2020-04-19|9 days|No
319|High-End Networking Equipment|Sonos|SON-1573|Sonos High-End Networking Equipment - Premium Series|1|3|7778.62|26|37|2024-04-26|22 days|No
320|Cinema Room Acoustics|Linn|LIN-1235|Linn Cinema Room Acoustics - Premium Series|1|1|3405.7|26|61|2020-12-23|33 days|No
321|Cinema Room Acoustics|Marantz|MAR-3511|Marantz Cinema Room Acoustics - Premium Series|3|1|7507.13|55|102|2024-02-06|7 days|No
322|Ultra HD Projectors|Control4|CON-1217|Control4 Ultra HD Projectors - Premium Series|0|1|13734.43|54|72|2020-12-24|29 days|No
323|Voice Control Systems|Paradigm|PAR-5455|Paradigm Voice Control Systems - Premium Series|3|2|5661.92|42|115|2023-10-06|4 days|No
324|Biometric Security|Control4|CON-9004|Control4 Biometric Security - Premium Series|3|1|24035.74|52|74|2023-12-10|38 days|No
325|Smart Glass Solutions|Somfy|SOM-7115|Somfy Smart Glass Solutions - Premium Series|5|5|12606.89|55|139|2020-12-01|37 days|No
326|Voice Control Systems|Axis|AXI-6692|Axis Voice Control Systems - Premium Series|4|2|11257.78|50|127|2022-08-15|26 days|No
327|Premium Cables & Connectors|Somfy|SOM-3255|Somfy Premium Cables & Connectors - Premium Series|5|3|26442.37|30|120|2021-06-02|41 days|No
328|Distributed Audio Systems|Josh.ai|JOS-3376|Josh.ai Distributed Audio Systems - Premium Series|5|5|24480.0|46|41|2025-02-23|35 days|No
329|Smart Glass Solutions|Sony Professional|SON-7864|Sony Professional Smart Glass Solutions - Premium Series|1|5|26876.38|38|140|2020-06-16|28 days|Yes
330|Premium Speakers|Crestron|CRE-4715|Crestron Premium Speakers - Premium Series|5|4|7086.7|60|30|2020-12-03|45 days|No
331|Automated Door Systems|Somfy|SOM-7435|Somfy Automated Door Systems - Premium Series|3|5|15132.06|50|90|2023-09-07|36 days|No
332|Voice Control Systems|McIntosh|MCI-4085|McIntosh Voice Control Systems - Premium Series|0|5|6295.07|54|28|2024-09-04|12 days|No
333|Cinema Room Acoustics|Sonos|SON-7653|Sonos Cinema Room Acoustics - Premium Series|4|2|19144.34|44|139|2024-03-27|18 days|No
334|Automated Door Systems|RTI|RTI-4392|RTI Automated Door Systems - Premium Series|2|1|753.82|26|18|2020-09-04|21 days|No
335|Premium Speakers|Epson Pro Cinema|EPS-5918|Epson Pro Cinema Premium Speakers - Premium Series|5|4|25990.12|50|96|2023-11-30|3 days|No
336|Premium Cables & Connectors|Paradigm|PAR-9191|Paradigm Premium Cables & Connectors - Premium Series|5|3|17508.66|27|8|2020-03-05|34 days|No
337|Custom Lighting Controls|Screen Innovations|SCR-6751|Screen Innovations Custom Lighting Controls - Premium Series|7|1|20732.42|31|98|2023-11-11|30 days|Yes
338|Custom Lighting Controls|Bowers & Wilkins|BOW-5020|Bowers & Wilkins Custom Lighting Controls - Premium Series|1|4|13116.74|59|98|2020-06-18|8 days|No
339|Motorized Shading|Paradigm|PAR-8392|Paradigm Motorized Shading - Premium Series|3|5|1050.63|44|106|2024-05-10|38 days|No
340|Biometric Security|Sony Professional|SON-2132|Sony Professional Biometric Security - Premium Series|8|2|16364.02|26|119|2022-06-29|35 days|No
341|Smart Glass Solutions|Screen Innovations|SCR-1798|Screen Innovations Smart Glass Solutions - Premium Series|4|5|22057.82|59|31|2024-01-23|44 days|No
342|Custom Lighting Controls|Elan|ELA-5756|Elan Custom Lighting Controls - Premium Series|5|4|24822.95|43|29|2020-03-22|13 days|No
343|Automated Door Systems|Sonos|SON-7345|Sonos Automated Door Systems - Premium Series|2|4|5563.98|56|12|2020-01-12|18 days|No
344|Motorized Shading|Ubiquiti|UBI-8285|Ubiquiti Motorized Shading - Premium Series|1|1|23817.84|56|43|2024-01-01|17 days|No
345|Voice Control Systems|Savant|SAV-9604|Savant Voice Control Systems - Premium Series|5|5|12109.48|48|28|2020-02-12|30 days|No
346|Ultra HD Projectors|Marantz|MAR-2429|Marantz Ultra HD Projectors - Premium Series|4|3|12060.01|52|122|2020-05-13|7 days|No
347|Cinema Room Acoustics|Triad|TRI-3654|Triad Cinema Room Acoustics - Premium Series|1|5|24942.22|33|48|2020-02-19|10 days|No
348|Custom Lighting Controls|Somfy|SOM-4039|Somfy Custom Lighting Controls - Premium Series|6|1|15376.32|55|144|2024-06-05|7 days|Yes
349|Motorized Shading|Kaleidescape|KAL-1982|Kaleidescape Motorized Shading - Premium Series|8|1|8336.4|50|29|2022-01-31|3 days|No
350|Smart Home Processors|Crestron|CRE-4992|Crestron Smart Home Processors - Premium Series|7|2|8418.6|33|49|2025-02-28|23 days|No
351|Custom Lighting Controls|Paradigm|PAR-9870|Paradigm Custom Lighting Controls - Premium Series|1|2|5974.81|36|33|2023-02-06|27 days|No
352|Luxury Control Interfaces|Sonos|SON-5047|Sonos Luxury Control Interfaces - Premium Series|6|3|13193.89|29|58|2020-12-03|39 days|No
353|Premium Cables & Connectors|Lutron|LUT-7465|Lutron Premium Cables & Connectors - Premium Series|0|2|20717.44|27|96|2024-05-17|23 days|No
354|Smart Glass Solutions|KEF|KEF-9348|KEF Smart Glass Solutions - Premium Series|6|2|20614.39|33|62|2023-06-13|33 days|No
355|Smart Home Processors|Martin Logan|MAR-7837|Martin Logan Smart Home Processors - Premium Series|1|5|21285.19|52|22|2020-03-04|41 days|No
356|Enterprise-Grade WiFi|Kaleidescape|KAL-7443|Kaleidescape Enterprise-Grade WiFi - Premium Series|4|4|21280.23|27|88|2021-07-22|26 days|No
357|Distributed Audio Systems|Cisco Meraki|CIS-7325|Cisco Meraki Distributed Audio Systems - Premium Series|8|5|25290.36|55|154|2022-09-25|35 days|No
358|Smart Glass Solutions|Sony Professional|SON-9728|Sony Professional Smart Glass Solutions - Premium Series|8|5|12964.9|30|17|2021-12-02|34 days|No
359|Smart Home Processors|Marantz|MAR-6311|Marantz Smart Home Processors - Premium Series|3|5|24069.44|57|49|2021-10-03|17 days|No
360|Smart Home Processors|RTI|RTI-5323|RTI Smart Home Processors - Premium Series|6|2|22726.89|58|157|2021-07-24|29 days|No
361|Luxury Control Interfaces|Integra|INT-6261|Integra Luxury Control Interfaces - Premium Series|3|4|5313.17|48|149|2023-02-06|37 days|No
362|Premium Speakers|Integra|INT-6527|Integra Premium Speakers - Premium Series|2|4|17601.13|38|96|2024-06-05|41 days|No
363|Custom Lighting Controls|Marantz|MAR-3397|Marantz Custom Lighting Controls - Premium Series|4|5|25650.73|54|19|2021-11-30|37 days|No
364|Premium Cables & Connectors|Stewart Filmscreen|STE-9110|Stewart Filmscreen Premium Cables & Connectors - Premium Series|7|5|199.49|37|150|2025-03-15|19 days|No
365|Distributed Audio Systems|Barco|BAR-9020|Barco Distributed Audio Systems - Premium Series|1|4|5565.81|28|112|2023-07-10|30 days|No
366|Premium Speakers|Sony Professional|SON-2151|Sony Professional Premium Speakers - Premium Series|4|1|5070.46|48|141|2020-03-25|6 days|No
367|Luxury Control Interfaces|McIntosh|MCI-1981|McIntosh Luxury Control Interfaces - Premium Series|0|1|25466.23|52|87|2020-03-22|16 days|No
368|Voice Control Systems|Marantz|MAR-5370|Marantz Voice Control Systems - Premium Series|8|3|7893.91|40|61|2021-03-27|17 days|No
369|Distributed Audio Systems|Cisco Meraki|CIS-9875|Cisco Meraki Distributed Audio Systems - Premium Series|0|2|20990.8|35|24|2021-02-20|27 days|No
370|Smart Glass Solutions|Marantz|MAR-7658|Marantz Smart Glass Solutions - Premium Series|3|2|22283.58|32|118|2021-05-19|9 days|No
371|Cinema Room Acoustics|Elan|ELA-4912|Elan Cinema Room Acoustics - Premium Series|4|4|25243.76|42|149|2020-01-07|9 days|No
372|Automated Door Systems|Screen Innovations|SCR-2343|Screen Innovations Automated Door Systems - Premium Series|6|4|12330.46|39|114|2024-10-01|9 days|No
373|Cinema Room Acoustics|Screen Innovations|SCR-5451|Screen Innovations Cinema Room Acoustics - Premium Series|3|4|23407.56|49|112|2023-01-13|4 days|No
374|Distributed Audio Systems|Ubiquiti|UBI-7355|Ubiquiti Distributed Audio Systems - Premium Series|7|5|8931.77|56|53|2023-06-14|35 days|No
375|Voice Control Systems|Sonos|SON-7619|Sonos Voice Control Systems - Premium Series|3|2|16570.12|49|81|2024-06-01|13 days|No
376|Smart Home Processors|Triad|TRI-8695|Triad Smart Home Processors - Premium Series|0|5|19692.04|39|63|2023-05-14|27 days|No
377|Premium Speakers|NAD|NAD-6655|NAD Premium Speakers - Premium Series|5|4|19640.98|26|6|2023-03-16|27 days|No
378|Voice Control Systems|NAD|NAD-6705|NAD Voice Control Systems - Premium Series|3|3|25012.66|30|94|2021-06-06|30 days|No
379|Smart Home Processors|Paradigm|PAR-9473|Paradigm Smart Home Processors - Premium Series|8|2|4440.31|39|10|2023-08-13|40 days|No
380|High-End Networking Equipment|Lutron|LUT-1820|Lutron High-End Networking Equipment - Premium Series|4|1|20945.85|30|135|2020-07-08|13 days|No
381|Custom Lighting Controls|Kaleidescape|KAL-4047|Kaleidescape Custom Lighting Controls - Premium Series|3|4|8139.46|52|80|2024-11-18|20 days|No
